Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Denmark,DNK,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.024413907,0.02396348,0.020950989,0.018337009,0.01751082,0.016004849,0.015194739,0.014525505,0.011587411,0.010454434,0.010544483,0.011153619,0.010716214,0.010868043,0.011723209,0.011812678,0.010863317,0.009707954,0.01257093,0.017141696,0.024666526,0.028744227,0.031915384,0.039527458,0.039132833,0.043270356,0.075527223,0.096582116,0.15740558,0.244496587,1.267289071,1.188787622,1.41814034,1.488067542,1.381083593,1.610097296,1.360345552,1.881819104,2.280725835,2.682706667,3.517878553,3.476740677,3.756567851,3.57739741,4.450374893,5.08061365,3.97619629,4.86685974,5.20440412,5.09480511,4.994986355,6.633674501,7.859529875,7.652360447,9.891827514,11.74894611,,,,
Dominican Republic,DOM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.969433954,1.815026068,1.58995378,1.43122973,1.191961192,2.109570394,1.20380037,1.915304415,2.051336417,1.397169675,3.308354127,1.986082979,2.095302572,2.440205035,2.90522352,3.390833405,3.315300636,3.722510089,1.084354848,0.627496806,0.939389397,0.695803876,1.520791269,0.623866705,0.667645152,0.992302407,0.636771146,1.336465233,1.921587409,1.217642933,1.034064607,1.251926955,1.83600175,2.360611557,2.570657334,2.331703171,2.183880986,1.80938521,1.937075718,1.828067306,1.992593847,2.370973167,2.995885296,2.343656955,,,,,
Algeria,DZA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.819175046,1.058803515,1.341085273,0.824110089,0.510955529,0.530965389,0.328034826,0.247603344,0.227504768,0.197246492,0.25837528,0.259592603,0.117848571,0.2286989,0.313094597,0.107266149,0.21681064,0.075317414,0.093807014,0.040035726,0.078188426,0.0534169,0.088601235,0.043244649,0.050370007,0.036002599,0.018955531,0.051813591,0.046458019,0.012586417,0.016202008,0.012708383,0.056891223,0.052381571,0.115716745,0.040560303,0.039703596,0.048608822,0.046800722,0.027318948,0.072287722,0.082677088,0.042983163,0.030106036,,,,,
East Asia & Pacific (excluding high income),EAP,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.756237136,0.783102561,0.856248362,0.929584253,0.895501617,0.885409662,0.830955039,0.738078052,0.87489637,1.118505708,1.307101202,1.475126583,1.638405879,1.651468528,1.714279894,1.687646499,1.732244784,1.834369733,1.944445753,1.021955714,1.069152197,1.077959349,1.156067015,1.561486252,1.611465849,1.613904457,1.610841746,1.702481856,1.728601867,1.838218094,2.085890274,2.150269796,2.242690611,2.370356151,2.423888579,2.468025159,2.639405987,3.02825223,3.111108873,3.145641078,3.236714607,3.742444761,4.109434953,4.547017026,,,,,
Early-demographic dividend,EAR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.806109187,1.002689723,0.815473686,1.480681379,1.105815087,1.409250237,1.373220706,1.349350004,1.703878889,1.749539246,1.555848189,1.447171233,1.488416422,1.609705925,1.748751255,1.938190855,2.116698644,2.046529684,2.216747105,2.291633461,2.370560471,2.523075482,2.479507395,2.597172665,2.920442388,3.047140857,3.328271615,3.403100499,3.686229013,3.614133453,2.268784221,2.257286115,2.278348658,2.247547133,2.268288327,2.323337941,2.310003654,2.346151563,2.343896973,2.28648699,2.297900285,2.285617628,2.253950671,2.296836983,2.322379493,2.344544956,2.406502009,2.285504922,2.203530031,2.194966593,2.320033613,2.547680146,2.443828577,2.659037613,2.418563045,4.830946728,,,,
East Asia & Pacific,EAS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,5.333054695,5.619557225,5.253117772,5.3121829,4.971878127,5.089898988,4.911232481,3.836028153,3.735644655,3.404491676,3.347965857,1.940971355,1.941679949,1.732560654,2.170038726,2.296669228,2.405060801,2.116298278,2.705874525,3.132957162,3.603880656,3.910321337,4.276854236,4.787660014,5.024114574,5.698351141,5.851249561,6.285419146,5.960946342,6.042324906,5.416476103,5.681327938,5.578503373,5.809549343,6.003730815,6.189436669,6.237733242,6.364791269,6.779415703,6.59427137,6.589885408,6.610245177,6.312560393,5.687051225,5.836793536,5.953260409,5.822017931,5.424206782,5.679681559,5.808522606,5.657538443,4.599843777,4.420587189,4.624306413,5.053357611,7.326200614,,,,
Europe & Central Asia (excluding high income),ECA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.806109187,1.002689723,0.815473686,1.480681379,1.105815087,1.409250237,1.373220706,1.349350004,1.703878889,1.749539246,1.555848189,1.086795432,1.375010344,1.31219681,1.658745442,2.295590409,2.861554828,3.026562301,3.001073997,3.253024541,3.357822959,4.071647322,4.325084576,4.264553405,4.5578382,4.479191256,4.194078261,4.467514774,5.826454303,4.898367763,4.783993468,4.905877378,5.325536695,5.815634318,5.960179489,6.221131224,6.781371668,7.100051377,7.099783122,7.373588181,7.598742189,7.746353578,7.852239921,7.724119396,7.866051948,8.028526316,7.975216846,7.882011006,7.841511669,8.405235033,8.342023956,8.013441525,8.046401213,8.119619943,8.725205665,6.654300587,,,,
Europe & Central Asia,ECS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,3.501110376,3.529430792,3.387302442,3.52667145,3.473946315,3.905755443,4.210265746,4.192053967,4.148612783,3.990994723,3.619467144,3.396581346,3.660621324,3.620730002,4.045243002,4.736270741,4.595316889,5.430242687,5.565909274,5.826758818,6.415647763,8.076276507,8.71394752,9.794459089,11.461391,12.70613994,13.23206403,13.52472479,14.42212156,14.64747262,10.08575961,10.38559179,11.07608106,11.80948991,12.2151753,12.37305737,12.80813799,13.18258146,13.17118696,13.43834637,13.52428767,13.76852255,13.79073726,13.57118049,13.70980283,13.60182794,13.50182894,13.2462119,13.29109505,13.81838691,13.73992173,13.7907503,13.86869866,14.2279798,15.09760807,18.62998086,,,,
Ecuador,ECU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.691606387,1.650852646,1.590717456,1.509122999,1.718927586,1.488756924,1.145541928,1.576622982,1.338564302,1.500961819,1.28906828,1.37568496,2.853216264,5.005635071,5.021781998,6.170363862,6.863833195,6.921197907,7.431010801,5.112732045,4.950546306,4.835011052,5.94303105,6.262026547,4.293474364,4.996042533,4.936209264,4.781389501,5.833796689,5.556711696,4.776569157,5.413584268,5.582074506,5.562647861,5.437166139,5.435466591,5.481130689,8.231988707,5.68939831,5.467038339,6.821406285,7.281612346,6.342846857,6.213579614,,,,,
"Egypt, Arab Rep.",EGY,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,5.558527334,5.158188485,5.537133796,5.870286222,5.963427971,6.034361222,6.240695852,6.244502599,5.791312224,5.583892472,4.994312616,4.676034371,3.949792015,3.495298798,2.903935119,3.028675976,2.6516644,2.691826738,2.797667812,2.269015785,2.261944452,2.151498399,2.239674015,2.465784995,2.394070363,2.375197413,2.391330297,2.267963281,2.635311498,2.424987468,2.405424873,1.985564182,1.973515579,1.802713423,1.563988398,1.529234052,1.720595721,1.581923411,1.3922653,1.49446536,1.457918613,1.372377196,1.465944545,1.499717728,,,,,
Euro area,EMU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,3.813288531,3.627764196,3.292249946,3.429182662,3.129877891,3.485013074,3.779375329,3.494668753,3.359819962,3.338961674,2.982903258,2.914746108,3.172684503,3.027569192,3.42509673,4.196381833,3.82197526,5.04965,5.245916071,5.611477523,6.305738305,8.328974464,9.256262623,10.56130958,12.78079696,14.51973852,15.38570029,15.70496898,16.57986594,16.67244761,16.26564604,16.41837025,17.17167646,17.8559372,17.65775248,17.52621811,17.83130944,18.02537289,17.56551795,17.96942924,18.39145009,18.35761074,18.41037457,18.26274206,18.32437953,17.98564533,18.18687921,17.8540196,18.27801708,18.46148251,18.74328239,19.15904855,19.14974304,19.76550223,20.88499978,20.48475253,,,,
Eritrea,ERI,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.008263883,0.012711739,0.012259846,0.012148763,0.011594562,0.011490813,0.010730096,0.011565824,0.011286711,0.024778292,0.023992021,0.025502261,0.023829217,0.023218049,0.022643407,0.021985326,0.021564964,0.021121165,,,,,
Spain,ESP,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,8.314033229,8.017883589,7.361912937,9.316137706,8.216077647,7.413305525,9.182349899,6.764175298,6.440068044,8.112260075,6.922392727,7.965241567,9.565249587,8.12862745,8.070955036,7.318911175,6.106732954,8.422098072,8.419939952,8.719779493,5.750613425,6.373974458,6.804550737,7.506249383,12.55081862,14.10178679,16.63567121,17.68098006,20.20797976,18.49295342,17.74761183,17.60981394,16.73485063,17.97776072,17.17609569,16.11094434,17.81789499,16.17016641,16.2923142,14.91444159,15.38037817,16.19743901,14.60535909,15.10141113,14.46223205,12.69251777,13.70777,12.93019355,14.25535388,14.9796359,18.37506615,17.38913528,18.74941434,20.81275664,21.60049599,19.97537665,,,,
Estonia,EST,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000635851,0.000787581,0.008379296,0.028474446,0.017609004,0.019660592,0.026854621,0.040891749,0.029916276,0.032365044,0.024902299,0.034196176,0.042075942,0.114852167,0.146564187,0.129048855,0.202727609,0.339457621,0.296589025,0.349119153,0.461627045,0.47377006,0.617871229,0.933236763,,,,
Ethiopia,ETH,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.187940373,0.187899541,0.1945844,0.198260097,0.195276691,0.199608367,0.203467541,0.216850776,0.230675504,0.249297488,0.254625296,0.28408324,0.299060658,0.318175767,0.301568593,0.309237,0.299503269,0.286532978,0.280385639,0.300505833,0.303387864,0.322362125,0.331658497,0.348812342,0.362153269,0.372883611,0.381151194,0.379303238,0.371999617,0.379818369,0.375411957,0.426879573,0.448347785,0.486775857,0.542142172,0.579418067,0.580944122,0.583731592,0.599340089,0.768817896,0.847333329,0.998686352,1.114103122,1.183669883,,,,,
European Union,EUU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.865259945,2.864493436,2.722656864,2.873454467,2.806616122,3.2152006,3.536174069,3.478055164,3.417646209,3.341269605,2.988815679,2.830596892,3.070453632,2.968462691,3.360787129,3.997054784,3.90405794,4.787227166,4.919298041,5.099359564,5.678223309,7.287841462,7.934613831,9.030611135,10.79018416,12.10447161,12.72111227,12.9845331,13.84594489,14.14206395,14.05200698,14.48136911,15.00217774,15.61951083,15.68490221,15.56783659,15.77967348,16.1616063,16.05933514,16.38356211,16.43943671,16.68216194,16.70789026,16.4855191,16.64047898,16.43266626,16.37896217,16.03121623,16.28753072,16.77180745,16.83012946,17.43683671,17.62523257,18.22746409,19.17775984,18.98647471,,,,
Fragile and conflict affected situations,FCS,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.418181973,1.634522589,1.546006366,1.863478405,1.984246872,2.087587934,2.167374085,2.081571233,2.099091635,1.889130882,1.859235712,1.807861188,1.635255227,1.55181154,1.605306138,1.473625891,1.489184742,1.589088115,1.784701282,1.267556671,1.082779673,1.009936429,0.871094992,0.755740308,0.787726007,0.779237092,0.733412983,0.748688726,0.863789491,1.136409353,1.192417719,1.213461651,1.494331487,1.541762302,1.720450069,1.854011247,1.77820789,1.63263676,1.650320112,1.778692815,1.885723241,1.9294552,1.923754712,1.911746906,,,,,
Finland,FIN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,4.656268618,6.865687058,7.920896245,6.421879828,5.88452139,6.104140162,6.357657641,6.945329698,5.832907046,4.433731116,4.463775929,5.030358105,4.568726585,4.299463129,5.28268476,5.304301264,3.849960984,8.10918315,7.616424136,11.38206865,11.01101987,21.09253682,23.70039279,24.70041045,25.2626354,23.3316797,22.37171075,21.45061091,22.58322681,21.34027,21.24620166,21.70940553,23.49175062,22.43205876,19.99536854,21.2571568,19.5393891,20.27112788,21.67602912,22.15735804,22.50488193,21.632369,19.64866422,18.45521048,19.52613388,21.9728517,19.02827894,20.44216649,21.7942778,22.29605826,19.82241662,21.00950773,23.26400773,23.15159691,23.17087069,25.35131372,,,,
Fiji,FJI,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,4.486547313,4.124450709,3.636123498,4.053779554,3.115228129,4.096395017,4.592995105,4.100688947,4.383611673,4.498414765,4.176512719,4.211632359,4.809212629,4.43684079,4.99991761,6.045883215,4.730141118,6.53714283,7.527915102,8.426107539,11.47264454,18.00517181,18.89133323,23.27990656,28.6122045,31.33912607,34.67537017,35.55923602,37.1975641,37.92262508,38.27005326,38.19109367,39.976332,42.47347777,43.58894416,43.60603894,43.20528673,44.33669127,42.29555091,43.27837524,44.90990947,44.24395792,45.36568895,44.99673696,45.0832545,44.93595552,45.68903666,45.28240835,45.28581845,44.23737413,44.97926436,47.72007848,46.45041143,46.44612269,49.59041718,49.06154063,,,,
Faroe Islands,FRO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0.041077609,0.029816552,0.546564082,0.946985593,1.118496212,1.90592873,1.651458877,1.953862176,1.627204294,2.297956018,2.638648431,2.881405557,3.45416775,4.218101171,4.385762865,4.655653942,4.472251052,4.572007344,4.0615413,3.93152121,3.674100064,3.459677772,3.611850725,3.375420166,3.351156869,3.490967701,3.412529149,3.665181899,3.531680526,3.596615436,3.133823707,2.598952636,2.22293406,1.748827308,1.80877683,1.374498688,1.396890586,1.348781297,1.153318397,1.329341854,1.627053864,1.241891368,1.212098875,,,,,
United Kingdom,GBR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.535343909,0.631569418,0.787687006,1.132620885,1.403962993,2.378128507,3.106698385,3.505016216,3.791987588,3.988591611,3.493024527,3.578729229,3.780871015,3.497927497,4.338111459,4.127502324,4.790236432,5.18285426,4.863003975,4.767610453,5.030976883,5.337175068,6.193770057,7.04357666,7.577468252,8.104448867,7.750601207,7.175690844,8.178464983,9.235082973,8.576423314,8.871404325,9.707945741,11.09932994,10.93077666,10.99542546,11.16129477,11.93572945,12.02756327,11.5166161,10.30179079,10.82629644,10.84889695,10.7291614,9.866971446,10.06672704,9.541838898,8.436642104,7.327008908,10.06987454,8.832406679,10.80807325,10.90852278,11.43400209,11.58128622,13.1204198,,,,
Georgia,GEO,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.170884021,6.04349787,5.626835236,6.479781972,10.5256911,9.736560631,9.697579591,12.58461033,14.81191474,16.4947938,15.08032878,14.46482628,17.4134063,16.86277812,16.25657963,16.39286201,12.1940497,12.76823407,14.94396079,15.51869762,20.04375602,15.46944738,14.39710158,16.81110483,15.74637393,,,,,
Ghana,GHA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,8.349077084,9.010934994,9.896350329,9.926069873,9.279933109,9.800968509,9.720246209,8.251241466,10.18730589,11.27721403,10.91165481,9.818807979,5.968287413,3.942665026,5.902346881,8.307928429,8.198716988,8.615108693,8.693076241,7.263874559,7.45006115,7.72847629,7.707873306,7.028283546,8.111869762,8.736342321,8.009169738,4.229633132,5.886311856,7.982578119,7.515350213,5.898432678,4.402326137,5.817895165,6.372791906,5.954569563,4.092697176,6.317938445,6.050518577,5.479964639,5.817147353,5.997352807,5.823055077,5.868649279,,,,,
Gibraltar,GIB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Guinea,GIN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.660477075,1.844926618,1.878327924,2.335500655,1.841304188,1.682805174,3.156556549,2.705151214,2.064111534,2.776649623,2.953994791,2.624500424,2.282432452,1.618633633,1.792649269,1.475529448,1.268827098,1.208339334,1.786376936,2.010013627,1.954500186,2.000643206,2.034965314,1.278083672,1.504926265,1.374405787,1.667595639,1.334676384,1.065796418,1.018724223,0.858918614,1.319659914,1.038273927,1.107751172,1.188420241,1.49289982,1.732054308,1.56956894,1.459093391,1.694183738,1.438019602,1.128546753,1.298927043,1.816244833,1.867074828,1.951850361,2.328991081,1.729166289,2.076675208,2.821639648,3.768298347,3.115449846,3.695394377,5.637234722,5.417648103,6.202481177,,,,
Grenada,GRD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.817696473,0.680086115,0.680262178,0.713156761,0.732976029,0.755308244,0.532505204,0.62881772,0.576017505,0.530646245,0.671475728,0.944407487,1.615763603,1.15271252,1.263773283,3.290723288,3.080602116,3.199430497,3.479386404,3.030739247,2.978135647,2.126211332,2.469177011,2.492144361,2.564082999,2.677052088,2.599149054,2.346200909,2.287219275,1.960623958,1.8975655,1.631248297,2.62985916,2.377483831,2.571573625,3.156333255,2.729528077,3.443799325,2.522617832,2.950361964,2.905979533,3.004981299,2.902698506,2.56505552,,,,,
Guam,GUM,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,2.739094966,2.810993835,2.776384219,2.780875345,2.788790053,2.991221424,3.08546875,3.064843749,3.060101063,3.074384303,2.994427074,3.151627244,3.407922523,3.575755916,4.237749022,5.037839161,4.983362896,5.507161534,6.038382088,6.117897173,6.568311489,7.517701771,8.135802168,8.958071446,9.817742756,10.93855428,11.56612589,11.81607063,12.10812382,12.24488544,12.15998045,12.60018001,12.51205819,12.7533565,12.79874753,13.04256462,13.04385216,12.77739914,12.96826191,13.14972478,13.08006047,13.12953198,13.13177991,12.75647712,12.97980211,13.03702762,13.10761546,12.68477035,12.89397195,13.3420791,13.12211632,12.59707316,12.12086169,12.33708831,12.57493478,13.90170409,,,,
"Hong Kong SAR, China",HKG,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067775,0.000633549,0.000663709,0.000627001,0.063933445,0.05023368,0.060916054,0.063715729,0.070468751,,,,,
Honduras,HND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.498193127,1.840384127,2.092794994,2.295999754,2.345564208,2.319187985,2.379334348,3.199949392,3.545004862,3.595398455,3.796590994,3.614244164,3.620513304,3.723513609,5.608149131,5.980545986,6.93985035,7.204131309,7.260238421,6.393153567,6.245983872,5.450686569,5.373586362,4.182352895,3.712817122,4.732647722,4.598649078,3.994611586,5.13266604,5.697521503,4.401937204,3.567157969,3.454500588,2.524781903,2.741540715,3.297449725,3.14356588,3.342621321,4.103438182,4.367479694,3.547945974,3.596526676,3.407223623,3.327951705,,,,,
Heavily indebted poor countries (HIPC),HPC,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.515012887,1.904498088,1.96715679,2.382615661,2.440498383,2.600776429,2.753140503,2.591019117,2.819260718,2.944264088,3.075379544,3.062095332,2.73941564,2.773259337,3.124770387,3.181407854,2.988053925,2.9758616,3.210684098,2.097988438,2.131497751,2.106004603,2.133873071,1.914323422,1.979688899,2.019370753,1.924303895,1.661080195,1.791665575,2.087669427,2.225260243,2.102121448,2.175203238,2.233840662,2.226016159,2.256440082,2.214169961,2.326038471,2.334517109,2.450635546,2.462372796,2.584578924,2.609261233,2.394432941,,,,,
Croatia,HRV,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.491490015,7.982371737,5.339826394,4.959697702,6.743860334,6.686284817,7.71297319,6.369282819,5.697693248,6.53640321,6.96584801,6.680766717,5.633475854,4.82190251,6.757096237,6.898387547,6.903705854,5.024776161,6.526079914,7.940738897,9.269955572,7.073366579,7.738147899,10.36005233,11.94382581,,,,,
Haiti,HTI,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,0.15434971,0.438373489,0.454494551,0.654489711,0.862812166,0.804456535,0.707548934,0.837311502,0.822463852,0.908318411,1.234962341,1.157776859,0.915881313,0.921083001,0.987116892,1.867934542,1.822843702,2.158242062,2.19326981,1.666408369,1.213603416,1.02028913,0.856902685,0.551036722,0.51141355,0.461524115,0.403964025,0.493855941,0.754462805,0.644065286,0.580497723,0.453176937,0.450943121,0.435980484,0.399527704,0.396385355,0.180201166,0.186730798,0.219707783,0.155731577,0.065987073,0.209175113,0.127892945,0.073973368,,,,,
Hungary,HUN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,0.044543937,0.058352328,0.046763262,0.049522798,0.049340364,0.042311789,0.043364934,0.048376963,0.040827667,0.031626067,0.06119483,0.057929291,0.04954712,0.04153739,0.044462155,0.033981437,0.051283835,0.048551899,2.371962731,3.464713738,5.720202666,6.573327748,9.366404994,11.59342268,12.05842267,12.8077866,13.45344712,14.91460993,14.40610966,15.14126542,14.54957836,14.40977865,14.49053591,14.62909017,14.9025027,15.28151902,14.88229503,14.69325243,11.459505,12.39888563,13.57771929,13.3594284,14.8799334,15.24101757,16.95756369,16.81555995,17.34528922,18.6143385,19.08442412,19.04896691,18.45146344,,,,
IBRD only,IBD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.21663987,0.237760393,0.225037477,0.327022297,0.269390929,0.341879783,0.343832615,0.342078114,0.406689649,0.386889069,0.429200507,1.369065759,1.447371213,1.545304144,1.703410708,1.801225557,1.938759053,1.949084265,1.984956458,2.120013834,2.299521212,2.51518648,2.588708914,2.742843032,2.936111534,3.046987444,3.110599614,3.159282903,3.37483224,3.370357916,3.350600763,3.423678132,3.491241968,3.601484943,3.676433785,3.752623331,3.876232309,3.957141127,4.00058034,4.028721602,4.164324142,4.235607614,4.254878265,4.219785106,4.1895257,4.199378098,4.213332119,4.194747763,4.289639211,4.34045486,4.336045222,4.416882416,4.578319913,4.769611862,4.968522577,4.101831595,,,,
IDA & IBRD total,IBT,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.21663987,0.237760393,0.225037477,0.327022297,0.269390929,0.341879783,0.343832615,0.342078114,0.406689649,0.386889069,0.429200507,1.344865869,1.440422791,1.538294754,1.707722384,1.807055292,1.947001615,1.959125777,1.98698094,2.123864876,2.277366317,2.473921325,2.536777583,2.664679577,2.849480981,2.953790792,3.027161515,3.058422787,3.258512103,3.261847769,3.235251702,3.299899715,3.364136006,3.455890747,3.52478608,3.590335026,3.694430326,3.754970209,3.773666826,3.799967302,3.936909243,4.00319017,4.021347745,4.011359846,3.995209676,4.010746258,4.028850507,4.009018137,4.095126642,4.148472841,4.164600976,4.24401824,4.397712523,4.583968082,4.782668103,4.101831595,,,,
IDA total,IDA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.157403674,1.385453569,1.482047549,1.742577375,1.856091085,2.017098373,2.047010518,2.00531125,2.158757726,2.078563669,2.111693763,2.081937628,1.985804909,2.083486419,2.141959156,2.294528762,2.171258034,2.229907644,2.309674,1.967893827,1.973248784,2.035103252,1.947476589,1.981851531,1.929388447,1.859748496,1.750945295,1.606749616,1.641665006,1.788353585,1.822338256,1.822925947,1.976171513,2.029466261,2.055343125,2.063286259,1.995627463,1.957444672,1.992230659,2.169289993,2.217591147,2.272316109,2.38550952,2.35184622,,,,,
IDA blend,IDB,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,,,,,,,,,,,,1.264436645,1.372530023,1.510492549,1.690935957,1.831650037,1.977104931,1.851258302,1.879133099,2.016172302,1.69037515,1.706464708,1.689195282,1.77850964,1.917698136,1.808559934,2.139404671,2.039072986,2.187733927,2.149330144,1.367545307,1.388657028,1.491914569,1.409755157,1.50675756,1.47312239,1.369067389,1.345885493,1.258328254,1.200615902,1.310532704,1.346075542,1.430961817,1.629288121,1.705623887,1.763730989,1.767514112,1.698875461,1.613250341,1.661465207,1.864330379,1.835025584,1.779321939,1.878502819,1.852925847,,,,,
